PH_NO,STATE,CITY,ROUND_TRIP
508-621-3234,NJ,Eatontown,Y
732-209-8595,CA,Winnetka,Y
818-820-3414,NJ,South Plainfield,N
908-936-5814,TX,Lubbock,N
806-797-1817,KY,Louisville,N
502-848-5095,NJ,Ocean City,Y
609-665-1242,OR,Portland,Y
503-278-7310,IN,Anderson,Y
765-236-7511,NJ,Westville,Y
856-898-6298,AR,Jonesboro,N
870-972-8761,LA,Youngsville,N
337-797-4964,CO,Denver,Y
303-838-7470,LA,Lafayette,Y
337-241-4054,CA,San Jose,Y
408-356-7259,OH,Cleveland,Y
216-288-4220,VA,Williamsburg,Y
757-929-4001,PA,Glenside,Y
215-564-7220,OH,Streetsboro,N
330-683-6816,NJ,Perth Amboy,N
732-211-4061,CA,Susanville,N
530-639-5286,PA,New Hope,Y
215-720-6118,CA,Pittsburg,Y
925-711-9928,FL,Miami,Y
305-788-3327,KY,Erlanger,Y
859-808-6412,NJ,Bellmawr,N
856-853-7325,WI,Madison,N
608-811-3888,OH,Dayton,Y
937-851-6661,NJ,Asbury Park,Y
732-770-1552,NY,New York,Y
212-350-8086,CA,Pittsburg,Y
925-851-8149,NY,Elmhurst,Y
718-722-7789,NJ,Princeton,Y
609-360-1084,MO,Saint Louis,N
314-857-9956,NJ,Trenton,N
609-981-6378,IL,Roscoe,N
815-266-9672,FL,Brandon,Y
813-996-8267,CA,San Diego,Y
858-858-5242,CA,Escondido,Y
760-433-4407,PA,Philadelphia,Y
215-511-8602,IL,Schaumburg,N
847-492-6824,NJ,Mount Laurel,N
856-571-4783,PA,Media,Y
610-887-4825,FL,Jacksonville,Y
904-225-4584,VA,Annandale,Y
703-732-9652,FL,Miami,Y
305-739-8358,AR,Paragould,Y
870-717-3126,FL,Daytona Beach,Y
386-866-4923,LA,Westwego,N
504-614-4829,WI,Fontana,N
262-666-6115,NY,Forest Hills,N
718-893-8252,VA,Fairfax,Y
703-449-9504,NY,Middle Island,Y
631-464-9317,CA,Los Angeles,Y
323-385-1889,OH,Cincinnati,Y
513-677-2575,NJ,Morris Plains,N
973-656-5362,CA,Harbor City,N
310-516-6674,IL,River Forest,Y
708-819-2372,CA,Costa Mesa,Y
949-239-3934,VA,Ashland,Y
804-857-3752,FL,Lake Mary,Y
407-300-2129,OH,Cincinnati,Y
513-692-6443,RI,East Providence,Y
401-907-7064,IN,Warsaw,N
574-200-1554,GA,Atlanta,N
770-844-2838,NY,New York,N
212-550-7733,AZ,Phoenix,Y
602-693-8232,TX,El Paso,Y
915-754-6007,MN,Minneapolis,Y
612-892-4379,NJ,Cedar Grove,Y
973-639-4726,CT,Greenwich,N
203-238-2401,CA,Long Beach,N
562-203-8694,IN,Indianapolis,Y
317-237-3507,NY,Yonkers,Y
914-360-7347,CO,Colorado Springs,Y
719-959-1955,MD,Hyattsville,Y
301-597-7429,TX,Pittsburg,Y
903-247-5800,MI,Lansing,Y
517-337-6994,AZ,Phoenix,N
602-614-2287,NJ,South Plainfield,N
908-239-5078,PA,Phoenixville,N
610-562-1678,NY,New York,Y
212-546-4383,MO,Kansas City,Y
816-751-8521,CA,Northridge,Y
818-278-4937,VA,Vienna,Y
703-709-5256,PA,West Chester,N
610-376-3275,TX,Conroe,N
936-832-1635,NY,Brooklyn,Y
718-791-3247,NJ,Paterson,Y
973-964-9401,OK,Broken Arrow,Y
918-662-3729,NY,Jamestown,Y
716-766-1459,NC,Durham,Y
919-280-3182,NJ,Edison,Y
732-874-5609,CA,Hayward,N
510-363-5399,UT,Salt Lake City,N
801-422-4941,NJ,Spotswood,N
732-369-3339,MD,Baltimore,Y
410-994-8282,NJ,South Hackensack,Y
201-746-3847,LA,New Orleans,Y
504-299-8514,CA,Bakersfield,Y
661-854-3801,FL,Orlando,N
407-929-6795,IN,Indianapolis,N
317-951-1655,VA,Richmond,Y
804-674-2147,NY,Hauppauge,Y
631-349-2941,IL,Chicago,Y
773-360-2605,NM,Las Cruces,Y
505-398-9269,NY,New York,Y
212-543-2000,FL,Orlando,Y
407-478-7386,CA,Oakland,N
510-938-7541,TN,Madison,N
615-612-1352,WI,Milwaukee,N
414-567-2581,NY,Brooklyn,Y
718-922-7592,IN,Evansville,Y
812-578-6182,TN,Memphis,Y
901-487-6266,CO,Denver,Y
303-829-4595,NJ,Mount Laurel,N
856-237-9007,OH,Painesville,N
440-538-3776,CA,Sausalito,Y
415-473-8996,NJ,Secaucus,Y
201-976-9767,CA,San Diego,Y
858-659-2816,NJ,Burlington,Y
609-667-3500,MN,Bemidji,Y
218-658-2291,AZ,Phoenix,Y
602-863-2139,LA,New Orleans,N
504-743-5982,IL,Chicago,N
773-488-3489,GA,Valdosta,N
229-868-5805,AZ,Phoenix,Y
602-485-4518,HI,Aiea,Y
808-453-5909,TX,Plano,Y
972-580-7804,NJ,Bayonne,Y
201-264-7760,DC,Washington,N
202-942-7425,NJ,Clifton,N
973-493-2597,PA,Sharon,Y
724-839-9147,OH,Toledo,Y
419-466-5122,VA,Fairfax,Y
703-541-1628,PA,Philadelphia,Y
215-374-5450,PA,Philadelphia,Y
215-614-1805,NJ,Leonia,Y
201-518-3451,FL,Tampa,N
813-368-3451,PA,Horsham,N
215-739-4736,NY,Olean,N
716-953-1072,NJ,Westwood,Y
201-625-7553,NY,Deer Park,Y
631-886-3307,TX,League City,Y
281-351-6675,TN,Jackson,Y
731-497-2048,CA,Cerritos,N
562-760-6206,VA,Newport News,N
757-539-4205,CA,Oakland,Y
510-942-5484,AK,Anchorage,Y
907-605-7947,OH,Toledo,Y
419-364-7990,GA,Columbus,Y
706-826-4965,PA,Kingston,Y
570-377-1945,CA,Cypress,Y
714-789-2970,IL,Chicago,N
773-708-1837,CA,San Francisco,N
415-396-2632,CA,San Francisco,N
415-283-6825,CA,Monterey,Y
831-289-1569,LA,Houma,Y
985-411-3401,WA,Lakewood,Y
253-701-9505,OH,Findlay,Y
419-247-1770,PA,Reading,N
610-970-8542,MO,Willard,N
417-795-5284,NY,Maspeth,Y
718-340-8860,MD,Reisterstown,Y
410-632-8884,TX,Laredo,Y
956-548-9250,MN,Minnetonka,Y
952-377-9473,NJ,Wyckoff,Y
201-796-1488,TN,Memphis,Y
901-892-2281,NJ,Newark,N
973-853-9395,UT,Salt Lake City,N
801-526-3220,ID,Boise,N
208-289-7932,CA,Rancho Mirage,Y
760-427-8133,CA,Gardena,Y
310-915-9837,ID,Nampa,Y
208-233-8072,PA,York,Y
717-514-6100,IN,South Bend,N
574-389-6903,CA,Palos Verdes Peninsula,N
310-890-5087,CA,Stockton,Y
209-427-6148,OR,Portland,Y
503-453-6865,NJ,Kearny,Y
201-912-3889,IL,Chicago,Y
312-367-6302,MD,Baltimore,Y
410-228-8773,NY,New Hyde Park,Y
516-488-2247,CA,Los Angeles,N
213-654-3467,LA,Prairieville,N
225-921-3373,WV,Clarksburg,N
304-756-7477,MI,Ann Arbor,Y
734-316-4394,NJ,Fairfield,Y
973-415-7301,NJ,Totowa,Y
973-814-3067,CA,San Leandro,Y
510-461-6343,MA,Middleboro,N
508-485-4314,NY,Staten Island,N
718-714-4869,WI,De Pere,Y
920-519-1633,NJ,Trenton,Y
609-602-9054,PA,Erie,Y
814-443-2347,GA,Atlanta,Y
770-511-4262,CA,San Mateo,Y
650-697-7027,GA,Smyrna,Y
770-853-5189,CA,Fontana,N
909-952-3681,CA,San Diego,N
619-782-4618,CA,Van Nuys,N
818-441-2296,NJ,Trenton,Y
609-233-8591,NH,Laconia,Y
603-338-9351,TX,Houston,Y
713-417-6602,CA,Sacramento,Y
916-309-3055,NC,Chapel Hill,N
919-398-6731,NJ,Monroe Township,N
732-740-3031,NJ,Long Branch,Y
732-909-9041,TX,North Richland Hills,Y
817-590-6696,MA,Boston,Y
617-915-2213,IL,Fox River Grove,Y
847-251-2471,CA,San Jose,Y
408-692-9268,NJ,Fairfield,Y
973-771-2582,NY,New Windsor,N
845-256-6808,NJ,Pleasantville,N
609-859-8822,HI,Aiea,N
808-286-8861,MA,Springfield,Y
413-632-1245,NM,Zuni,Y
505-650-2172,CO,Colorado Springs,Y
719-762-8642,RI,Pawtucket,Y
401-732-6342,WV,Martinsburg,N
304-638-2928,DC,Washington,N
202-698-1913,CA,Citrus Heights,Y
916-501-5348,MI,Detroit,Y
313-860-8580,NJ,Thorofare,Y
856-368-6332,NV,Las Vegas,Y
702-961-3786,TN,Livingston,Y
931-228-4179,TX,Carrollton,Y
972-839-4719,CA,Baldwin Park,N
626-773-8791,IN,Indianapolis,N
317-254-9382,NJ,Red Bank,N
732-981-6236,NY,New York,Y
212-753-8383,PA,Easton,Y
610-208-5553,WY,Cheyenne,Y
307-944-8688,AL,Birmingham,Y
205-210-4804,NY,Lansing,N
607-220-4486,MD,Aberdeen,N
410-961-6482,CA,San Rafael,Y
415-932-8298,CA,Campbell,Y
408-766-3471,NC,Greensboro,Y
336-779-3602,OH,Dayton,Y
937-766-3393,OH,Cincinnati,Y
513-562-9876,IN,Warsaw,Y
574-437-3160,FL,Tampa,N
813-945-9644,OH,Lancaster,N
740-308-3256,NH,Laconia,N
603-906-7561,DC,Washington,Y
202-419-5614,NJ,Ramsey,Y
201-272-9570,DC,Washington,Y
202-897-2063,TN,Madison,Y
615-864-5564,CA,Lemon Grove,N
619-293-3115,MD,Lutherville Timonium,N
410-493-7767,NY,Plainview,Y
516-687-9592,FL,Destin,Y
850-931-1080,CA,Montclair,Y
909-918-2068,NJ,Berlin,Y
856-396-4509,MO,High Ridge,Y
636-268-9670,CT,Norwalk,Y
203-531-4435,NY,Maspeth,N
718-231-4330,OK,Durant,N
580-422-4498,IL,Manteno,N
815-981-6168,CA,Chino,Y
909-656-3557,AR,Little Rock,Y
501-699-8958,NY,Brooklyn,Y
718-618-2203,CT,Greenwich,Y
203-961-1986,MD,Baltimore,N
410-604-4854,NJ,Elizabeth,N
908-221-1173,NY,New York,Y
212-329-8533,CA,Valencia,Y
661-296-2730,NJ,Bridgeton,Y
856-732-5623,NY,West Islip,Y
631-656-2412,NJ,Clifton,Y
973-899-5190,IN,Schererville,Y
219-702-3384,ID,Boise,N
208-791-8583,IL,Chicago,N
773-371-1142,MD,Silver Spring,N
301-449-8613,AR,Little Rock,Y
501-298-2298,CA,San Francisco,Y
415-359-9157,AR,Fort Smith,Y
479-250-7525,PA,Bensalem,Y
215-904-8232,IL,Chicago,N
773-433-1999,NJ,Northfield,N
609-340-9940,NY,Watertown,Y
315-982-7916,NJ,Toms River,Y
732-883-8379,OH,Cincinnati,Y
513-441-7562,LA,New Orleans,Y
504-678-9693,CO,Arvada,Y
303-529-9790,NJ,Berkeley Heights,Y
908-412-6356,KY,Bowling Green,N
270-237-3547,PA,Philadelphia,N
215-529-6949,OH,Mansfield,N
419-670-7114,CA,Chatsworth,Y
818-273-1321,FL,Satellite Beach,Y
321-796-2137,CA,San Francisco,Y
415-352-1661,GA,Douglasville,Y
770-864-6125,OH,Cleveland,N
216-682-8440,CA,San Carlos,N
650-693-8921,CA,Visalia,Y
559-689-1050,CA,Baldwin Park,Y
626-443-2836,WA,Yakima,Y
509-220-4891,OH,Toledo,Y
419-783-7593,NY,Wappingers Falls,Y
845-372-5251,NC,Durham,Y
919-763-2346,NY,Hauppauge,N
631-337-8417,MN,Minneapolis,N
612-912-4625,KY,Lexington,N
859-485-9522,PA,Bristol,Y
215-608-7019,PA,Bridgeport,Y
610-632-7768,ID,Nampa,Y
208-560-9226,CO,Denver,Y
303-959-1512,LA,Lafayette,N
337-956-1630,NJ,High Bridge,N
908-624-1772,GA,Atlanta,Y
404-998-2326,OH,Cincinnati,Y
513-207-7454,NY,New York,Y
212-255-5322,NJ,Fairfield,Y
973-615-6323,CA,San Bruno,Y
650-764-4640,CA,San Diego,Y
858-275-4411,NJ,Old Bridge,N
732-394-4530,OH,Columbus,N
614-548-4567,HI,Honolulu,N
808-273-9106,NY,New York,Y
212-907-1479,RI,East Providence,Y
401-910-2371,PA,Pennsburg,Y
215-845-7316,CA,Avila Beach,Y
805-251-6065,CA,Sun Valley,N
818-987-5023,NJ,Rocky Hill,N
609-542-4618,CA,Palm Springs,Y
760-274-8114,TX,Laredo,Y
956-551-8384,NY,Forest Hills,Y
718-932-7259,NJ,Garfield,Y
973-846-8576,MA,Worcester,Y
508-843-5839,TX,Corpus Christi,Y
361-604-5975,TX,Burnet,N
512-665-2747,CA,Rohnert Park,N
707-347-5844,NJ,Jersey City,N
201-739-9795,NJ,Fords,Y
732-744-7087,DE,Wilmington,Y
302-691-7305,HI,Honolulu,Y
808-336-7080,IN,Muncie,Y
765-427-1038,OH,Toledo,N
419-713-3077,CA,Lancaster,N
661-430-5580,LA,Lafayette,Y
337-348-6444,NY,New York,Y
212-696-6095,MO,Saint Louis,Y
314-585-5792,WI,Milwaukee,Y
414-414-3376,OR,Central Point,Y
541-740-9091,NY,New York,Y
212-284-2560,FL,Lake Mary,N
407-493-2067,NY,East Meadow,N
516-404-5267,NJ,South Plainfield,N
908-764-3674,NJ,Grenloch,Y
856-756-8149,MN,Minneapolis,Y
612-275-9810,CT,Stamford,Y
203-419-6218,NC,Greensboro,Y
336-409-4630,UT,Salt Lake City,N
801-523-5611,NJ,Jersey City,N
201-478-1421,FL,Jacksonville,Y
904-501-7541,CA,San Francisco,Y
415-515-6624,WA,Seattle,Y
206-272-5993,CA,San Jose,Y
408-257-4598,NJ,Runnemede,Y
856-356-2906,TX,Dallas,Y
214-966-3631,CA,Arcadia,N
626-740-5459,MN,Alexandria,N
320-391-1567,IL,Wood Dale,N
630-306-5194,HI,Aiea,Y
808-530-6475,CA,San Carlos,Y
650-912-7220,NJ,Secaucus,Y
201-253-5154,NY,Ozone Park,Y
718-695-9800,CO,Colorado Springs,N
719-405-8216,NJ,Phillipsburg,N
908-598-9942,NJ,Freehold,Y
732-836-6914,IN,Evansville,Y
812-234-6537,NE,Scottsbluff,Y
308-626-1286,NJ,Califon,Y
908-307-1408,NY,Staten Island,Y
718-948-8016,NJ,Chatham,Y
973-436-5983,WI,Janesville,N
608-713-5629,CA,Campbell,N
408-342-9316,CA,Poway,N
858-663-1751,NY,New York,Y
212-252-8374,IN,Fort Wayne,Y
260-410-1874,SD,Aberdeen,Y
605-570-4174,CA,Modesto,Y
209-336-8015,NY,Long Island City,N
718-964-4565,NE,Lincoln,N
402-727-2700,OH,Columbus,Y
614-379-6963,PA,Williamsport,Y
570-791-6396,CA,Los Angeles,Y
323-207-4401,FL,Longwood,Y
407-207-4440,OH,Harrison,Y
513-877-5105,PA,Sharon,Y
724-393-6984,CA,Emeryville,N
510-317-3243,AZ,Scottsdale,N
602-447-1294,CA,Grand Terrace,N
760-861-6860,MD,Lutherville Timonium,Y
410-256-6838,CA,Sun Valley,Y
818-477-8646,MA,Boston,Y
617-575-7356,TX,San Antonio,Y
210-251-3227,FL,Orlando,N
407-241-5773,PA,Erie,N
814-337-5357,IL,Sullivan,Y
217-745-4124,NJ,Fort Lee,Y
201-610-3245,MA,Boston,Y
617-866-8792,NY,Syracuse,Y
315-525-9846,CA,San Francisco,Y
415-832-4492,CA,San Diego,Y
858-633-6087,PA,Philadelphia,N
215-774-4412,CA,Long Beach,N
562-394-3840,OR,Salem,N
503-411-5376,NY,Purchase,Y
914-901-3494,MA,Springfield,Y
413-666-9184,FL,Tampa,Y
813-320-4972,RI,Providence,Y
401-643-6049,WI,Green Bay,N
920-869-7632,WI,Stevens Point,N
715-554-3005,OK,Muskogee,Y
918-342-7072,TN,Nashville,Y
615-857-7964,DC,Washington,Y
202-498-5028,NY,Brooklyn,Y
718-237-3628,CO,Colorado Springs,Y
719-662-7062,VA,Fairfax,Y
703-257-6772,GA,Norcross,N
770-482-3653,IL,Rockford,N
815-288-1042,MI,Brighton,N
810-788-8199,MO,Kansas City,Y
816-773-8690,LA,New Orleans,Y
504-851-9879,CA,North Highlands,Y
916-610-2329,PA,Philadelphia,Y
215-456-2223,LA,Lafayette,N
337-239-2103,IL,Woodstock,N
815-688-8752,MD,Columbia,Y
410-950-1796,TN,Cookeville,Y
931-412-3022,NJ,Blackwood,Y
856-212-5006,NC,High Point,Y
336-758-9172,MA,Worcester,Y
508-230-6989,CT,Wallingford,Y
203-240-3641,CT,Norwalk,N
203-205-6603,CA,San Francisco,N
415-340-6477,NE,Alliance,N
308-859-7360,MI,Grand Rapids,Y
616-705-1067,TX,Levelland,Y
806-281-6802,PA,Philadelphia,Y
215-359-8754,NY,Rochester,Y
585-201-9043,CA,Palo Alto,N
650-217-8751,NY,Staten Island,N
718-224-7270,GA,Roswell,Y
770-666-5704,CA,Escondido,Y
760-615-4734,CA,Beverly Hills,Y
310-214-8824,VT,Burlington,Y
802-530-8803,AK,Anchorage,Y
907-948-7690,CA,Modesto,Y
209-638-9891,TX,Irving,N
972-888-5125,MI,Troy,N
248-214-8628,AZ,Tempe,N
480-412-7682,CA,Oceanside,Y
760-790-8200,PA,Philadelphia,Y
215-391-5908,NJ,Princeton,Y
609-961-9406,NY,Mineola,Y
516-929-1356,NJ,Whippany,N
973-569-4256,MD,Aberdeen,N
410-398-8982,CA,Santa Fe Springs,Y
562-780-9797,VA,Newport News,Y
757-439-8722,IL,Chicago,Y
773-870-8630,NY,White Plains,Y
914-279-9982,AZ,Phoenix,Y
602-653-3694,NJ,High Bridge,Y
908-850-2640,AK,Anchorage,N
907-868-3791,VA,Richmond,N
804-666-5061,TX,Dallas,N
214-267-6094,NJ,Orange,Y
973-265-4088,AZ,Phoenix,Y
602-459-9380,CO,Colorado Springs,Y
719-221-9243,MA,North Attleboro,Y
508-691-3789,CA,Camarillo,N
805-958-4126,PA,New Castle,N
724-596-5539,CA,Encino,Y
818-572-4664,NJ,Paramus,Y
201-560-5312,GA,Atlanta,Y
770-224-9568,CA,Beverly Hills,Y
310-679-3696,NJ,Plainsboro,Y
609-359-9913,CA,Lancaster,Y
661-999-5671,OR,Beaverton,N
503-291-6480,NJ,Cherry Hill,N
856-447-1239,PA,Camp Hill,N
717-431-1667,MA,Whitinsville,Y
508-465-1092,AZ,Phoenix,Y
602-388-2864,PA,Lancaster,Y
717-577-7530,RI,Warwick,Y
401-640-5997,CA,San Jose,N
408-244-5259,TX,Corpus Christi,N
361-627-2909,CA,Chino,Y
909-902-4854,ME,Bangor,Y
207-551-5576,NY,New York,Y
212-862-6406,NY,Bay Shore,Y
631-936-5925,CA,Los Angeles,Y
323-544-2570,VT,Rutland,Y
802-293-6156,GA,Clayton,N
706-388-3868,NJ,Westville,N
856-252-1206,LA,New Orleans,N
504-504-9739,PA,Crum Lynne,Y
610-445-2465,MI,Madison Heights,Y
248-249-4490,NJ,Verona,Y
973-862-5931,SC,Graniteville,Y
803-718-3146,WI,Hudson,N
715-403-9213,CA,Oceanside,N
760-933-4039,NY,Wellsville,Y
585-482-4494,PA,East Stroudsburg,Y
570-886-7047,PA,Willow Grove,Y
215-761-5433,TX,McKinney,Y
972-475-4424,WA,Kent,Y
206-907-6178,ID,Boise,Y
208-253-6763,CA,Norwalk,N
562-349-7666,PA,Mechanicsburg,N
717-337-4677,ID,Ketchum,N
208-490-5180,MA,Cambridge,Y
617-677-9138,MO,Kansas City,Y
816-468-4775,WA,Richland,Y
509-671-9750,UT,Provo,Y
801-440-8369,CA,San Ramon,N
925-626-7628,NY,Brooklyn,N
718-413-2969,CA,Burbank,Y
818-378-5598,FL,Miami,Y
305-787-6719,CA,San Bruno,Y
650-276-4570,MD,Havre de Grace,Y
410-441-5470,NJ,Edison,Y
732-882-7411,NY,Staten Island,Y
718-970-1085,AZ,Glendale,N
623-509-6726,OH,Cincinnati,N
513-615-9270,OK,Oklahoma City,N
405-834-9670,WI,Milwaukee,Y
414-321-6458,KS,Abilene,Y
785-936-1635,CA,Los Angeles,Y
323-253-1287,CA,San Pablo,Y
510-363-2650,MA,Fall River,N
508-304-7774,TN,Memphis,N
901-473-6346,AZ,Phoenix,Y
602-537-3701,NY,Middletown,Y
845-410-5066,AK,Anchorage,Y
907-321-4166,WI,Milwaukee,Y
414-800-2685,LA,Morgan City,Y
985-515-6702,IN,Muncie,Y
765-666-9218,IN,Indianapolis,N
317-859-7495,FL,Ocala,N
352-594-7441,CA,Thousand Oaks,N
805-247-7660,NV,Las Vegas,Y
702-911-7810,NY,Staten Island,Y
718-508-4277,CO,Denver,Y
303-367-2324,IN,Nashville,Y
812-863-9603,CA,San Ramon,N
925-543-6742,TX,San Antonio,N
210-274-1636,NV,Reno,Y
775-794-2244,GA,Atlanta,Y
770-794-2460,NY,Scarsdale,Y
914-642-2122,NY,New York,Y
212-308-6649,LA,New Orleans,Y
504-371-8305,WI,Superior,Y
715-745-2606,MA,Fall River,N
508-695-3337,SD,Aberdeen,N
605-525-9180,WI,Waukesha,N
262-247-5204,NJ,Moorestown,Y
856-924-7695,CA,Cypress,Y
714-848-2589,CA,San Lorenzo,Y
510-365-3577,MD,Havre de Grace,Y
410-544-9591,NY,New York,N
212-469-3155,KS,Larned,N
620-638-1483,PA,Pittsburgh,Y
412-974-5963,PA,Aston,Y
610-582-4677,NJ,Randolph,Y
973-467-7900,NJ,Perth Amboy,Y
732-261-6623,PA,Newtown Square,Y
610-616-8347,CA,San Francisco,Y
415-344-5951,FL,Kissimmee,N
407-413-6056,MD,Bethesda,N
301-344-1361,CA,Los Angeles,N
213-243-8129,PA,Bensalem,Y
215-689-6123,CA,Anaheim,Y
714-801-3085,CA,Los Angeles,Y
310-447-5077,CA,Rohnert Park,Y
707-735-1517,IN,Gary,N
219-895-1307,OR,Medford,N
541-522-3002,MI,Manchester,Y
734-579-4060,CA,Los Angeles,Y
323-672-8147,FL,Loxahatchee,Y
561-940-3799,NM,Clovis,Y
505-562-1215,NY,Great Neck,Y
516-286-9993,UT,Salt Lake City,Y
801-206-3566,CO,Golden,N
303-208-5281,MA,Gloucester,N
978-685-8542,MA,Plymouth,N
508-560-3385,NJ,Jersey City,Y
201-708-6471,NY,New York,Y
212-948-9050,OR,Hillsboro,Y
503-246-4809,CA,Compton,Y
310-321-5995,OK,Broken Arrow,N
918-872-4061,NY,Uniondale,N
516-359-7915,NH,Springfield,Y
603-713-5455,CA,Sun Valley,Y
818-750-8241,OR,Eugene,Y
541-481-5250,CA,Gardena,Y
310-773-4595,FL,Tallahassee,Y
850-926-6627,CO,Longmont,Y
303-305-6209,MN,Bemidji,N
218-825-6210,NY,New York,N
212-274-5353,IL,Chicago,N
773-272-8045,CA,Duarte,Y
626-490-6335,FL,Crystal River,Y
352-302-9138,FL,Orlando,Y
407-435-6598,NY,Staten Island,Y
718-543-2379,CA,Montebello,N
323-483-2758,OK,Ada,N
580-587-4784,IA,Johnston,Y
515-702-3740,OR,Grants Pass,Y
541-338-5895,NJ,Rockaway,Y
973-864-7498,ID,Idaho Falls,Y
208-764-3928,CA,San Francisco,Y
415-938-9567,CA,San Diego,Y
619-417-9801,PA,Philadelphia,N
215-364-7140,NJ,High Bridge,N
908-438-3444,KS,Hays,N
785-487-4856,WI,Kiel,Y
920-277-4962,OR,Portland,Y
503-584-7772,NM,Clovis,Y
505-320-6116,MO,Valley Park,Y
314-367-9383,ID,Boise,N
208-289-3981,PA,Elkins Park,N
215-569-6082,HI,Honolulu,Y
808-704-5794,CA,Berkeley,Y
510-429-4007,MD,Rockville,Y
301-626-6289,MD,Berlin,Y
410-631-5023,CA,Los Angeles,Y
310-990-2313,PA,Philadelphia,Y
215-991-6902,IL,Chicago,N
312-927-1441,CA,Downey,N
562-315-9087,NJ,Palisades Park,N
201-913-6159,NY,Lindenhurst,Y
631-350-8380,MD,Silver Spring,Y
301-302-7664,PA,Easton,Y
610-624-4896,NY,Buffalo,Y
716-795-5793,AK,Fairbanks,N
907-895-6902,FL,Miami,N
305-494-5626,NY,Syracuse,Y
315-769-4781,ME,Bar Harbor,Y
207-939-1630,MD,Baltimore,Y
410-520-5643,NY,Newburgh,Y
845-927-4032,FL,Loxahatchee,Y
561-234-4702,IL,Greenville,Y
618-628-5549,IL,Schaumburg,N
847-732-3946,IA,Davenport,N
563-372-8194,PA,Southampton,N
215-309-5105,NY,New York,Y
212-509-4533,NY,New York,Y
212-914-4320,OH,Cleveland,Y
216-367-7207,MA,Tewksbury,Y
978-752-7459,IL,Chicago,N
312-580-7963,CA,Menlo Park,N
650-455-9126,OH,Toledo,Y
419-212-2224,CA,Santa Ana,Y
714-477-2152,NJ,Elizabeth,Y
908-801-8804,MI,Utica,Y
586-744-8970,MN,Minneapolis,Y
612-202-2289,AZ,Phoenix,Y
602-294-6915,IN,Nashville,N
812-592-5095,TX,Houston,N
713-748-6332,PA,Norristown,N
610-987-4573,OH,Toledo,Y
419-468-9707,IN,Merrillville,Y
219-230-9445,NJ,Newark,Y
973-857-6614,WI,Madison,Y
608-899-3503,MD,Reisterstown,N
410-729-4095,CT,North Haven,N
203-879-5674,NJ,Newark,Y
973-320-6734,IL,Chicago,Y
312-565-6238,FL,Fort Walton Beach,Y
850-283-5478,CA,Newhall,Y
661-288-2514,WI,Green Bay,Y
920-676-3301,FL,Jacksonville,Y
904-423-9832,MO,Saint Joseph,N
816-811-6599,FL,Leesburg,N
352-868-4956,TX,Marshall,N
903-577-7454,CA,Stockton,Y
209-678-5276,OH,Mansfield,Y
419-386-1668,CA,San Leandro,Y
510-893-1334,CA,San Francisco,Y
415-217-6507,NY,New York,N
212-653-3034,MO,High Ridge,N
636-713-8448,CA,Northridge,Y
818-817-9409,MD,Baltimore,Y
410-359-1716,CA,Pittsburg,Y
925-211-4406,IL,Chicago,Y
773-527-2098,NJ,Ramsey,Y
201-592-9254,MD,Baltimore,Y
410-674-1555,AZ,Phoenix,N
602-754-4462,NY,Staten Island,N
718-354-3562,CO,Littleton,N
303-713-5622,SD,Elk Point,Y
605-807-5743,NJ,Paramus,Y
201-415-9059,OR,Salem,Y
503-782-6012,WA,Seattle,Y
206-334-1758,ID,Boise,N
208-582-1167,NJ,Roseland,N
973-787-9727,PA,Warminster,Y
215-486-1337,NY,Rochester,Y
585-683-6038,AR,Little Rock,Y
501-743-8017,CA,Fountain Valley,Y
714-623-8825,MS,Greenwood,Y
662-429-7867,TN,Nashville,Y
615-887-2974,FL,Apopka,N
407-903-2149,PA,Philadelphia,N
215-825-2771,OR,Central Point,N
541-832-2071,PA,Philadelphia,Y
215-670-4018,OH,Dayton,Y
937-670-8393,CA,Long Beach,Y
562-919-6051,NY,Flushing,Y
718-661-2003,CA,Roseville,N
916-366-7695,TX,Lancaster,N
972-604-4458,NJ,Hackensack,Y
201-446-6233,PA,Kingston,Y
570-592-6079,IL,Des Plaines,Y
847-745-1002,VA,Sterling,Y
703-721-9982,CA,South Gate,Y
323-694-5461,PA,Philadelphia,Y
215-901-8069,OK,Lawton,N
580-383-8952,NJ,Pennsauken,N
856-924-3847,NJ,Deptford,N
856-437-2159,NJ,Bloomfield,Y
973-823-4260,OR,Gleneden Beach,Y
541-749-5068,NE,Omaha,Y
402-525-3731,NY,New York,Y
212-521-3882,NC,Monroe,N
704-743-9655,NE,Lincoln,N
402-574-6297,MD,Lutherville Timonium,Y
410-550-1652,OH,Akron,Y
330-612-1994,IN,Huntington,Y
260-568-8263,CA,Los Angeles,Y
310-832-1785,TX,Comfort,Y
830-693-1630,NC,Burlington,Y
336-956-3007,AZ,Phoenix,N
602-836-1908,MO,Kansas City,N
816-675-9145,OK,Tulsa,N
918-808-4239,MO,Saint Louis,Y
314-868-6313,MI,Ann Arbor,Y
734-437-4068,NJ,Dunellen,Y
732-926-5530,AK,Kodiak,Y
907-861-5657,AL,Cullman,N
256-788-8112,CA,Fremont,N
510-383-5169,CA,Milpitas,Y
408-392-6714,FL,Miami,Y
305-842-6123,MA,Dedham,Y
781-483-6398,TX,Baytown,Y
281-654-8351,NY,Monsey,Y
845-438-3964,PA,Easton,Y
