EMAIL,CORPORATE,CITY,COMPANY,DISCOUNT
marketta_christner@hotmail.com,Y,Golden,Wptz Tv Channel 5,0.075
loura_fangman@fangman.com,Y,Gloucester,Yellowstone Hydraulics Inc,0.2
jolanda_rohrscheib@cox.net,Y,Plymouth,Sales Technologies Inc,0.1
sbarresi@gmail.com,Y,Compton,"Fahey, William K Esq",0.1
michaele.klepchick@gmail.com,Y,Broken Arrow,J P A Electronics Supply Inc,0.05
rosaria_schinke@yahoo.com,Y,Uniondale,Stevenson Cooper Inc,0.1
paige.hudas@cox.net,Y,Tallahassee,"Washburn, Edward S Esq",0.075
arie_kellerman@cox.net,Y,Chicago,Kakuichi America Inc,0.1
owen@iliff.org,Y,Duarte,"Robert, Thorup A Esq",0.05
reid@gmail.com,Y,Crystal River,Izzy Electrical Contractors,0.1
willian@lagrant.org,Y,Grants Pass,Greenberg & Bass,0.075
helen.garant@gmail.com,Y,High Bridge,Swissotel Atlanta,0.2
kfoskett@gmail.com,Y,Hays,Southern Test & Rsrch Labs Inc,0.1
jkruschke@aol.com,Y,Honolulu,Luxury Budget Inns,0.1
ila_purter@purter.org,Y,Berkeley,North Pacific Union Cnfrnc Sda,0.05
georgie.schermerhorn@hotmail.com,Y,Chicago,Mountain Memorial Services,0.1
eleanore@hotmail.com,Y,Buffalo,Risvolds Inc,0.075
leslie_hamil@hotmail.com,Y,Fairbanks,A Personal Touch,0.1
nstinett@yahoo.com,Y,Greenville,Kestrel Associates Inc,0.05
lovella.branagan@aol.com,Y,Schaumburg,Hellenic Museum & Cultural Ctr,0.1
morgan_morie@yahoo.com,Y,Chicago,"Ducomb, Robert J Jr",0.075
ellan.klaiber@cox.net,Y,Phoenix,Rsvp,0.2
shawana@sekuterski.org,Y,Merrillville,Herman W Yecies Inc,0.1
priscila@walden.org,Y,Newark,"Drew, Theodore Esq",0.1
felica@juba.com,Y,Madison,Stay Sharp Tool Co Inc,0.05
cruz@hotmail.com,Y,Chicago,Cook Machy Co Divsn Ald Inc,0.1
lin@yahoo.com,Y,Fort Walton Beach,Ciao Cafe,0.075
bsharer@gmail.com,Y,Newhall,"Dunn, Mark T Esq",0.1
rudy.lawhorne@lawhorne.com,Y,Marshall,Super 8 Motel,0.05
isis@craiger.org,Y,San Francisco,Atlanta Awning Company Inc,0.1
michael.torgersen@torgersen.com,Y,New York,Tepper Pharmacy,0.075
cnewell@aol.com,Y,High Ridge,"Lumpkin, R Hugh Esq",0.2
tula_sanislo@hotmail.com,Y,Baltimore,Perry & Spann Attorneys,0.1
chloe_sperka@aol.com,Y,Salem,Nord Resources Corp,0.1
kaitlyn.sandora@hotmail.com,Y,Seattle,Rush & Hebble Co,0.05
jerome.forand@forand.com,Y,Greenwood,"Ament, Craig C Esq",0.1
fiona_cocker@gmail.com,Y,Nashville,Comfort Inn,0.075
laure.fedde@fedde.org,Y,Dayton,Statewide Engineering Co,0.1
kesha@yahoo.com,Y,Kingston,Northwest Automatic Prod Inc,0.05
caylesworth@hotmail.com,Y,Des Plaines,Bowling Supply Co,0.1
willian@wetherald.com,Y,Bloomfield,"Monroe, D Lloyd Iv",0.075
waltraud@gmail.com,Y,Gleneden Beach,Georgia Methodist Fed Crdt Un,0.2
hue.much@hotmail.com,Y,Huntington,Bradley Scott Clothes Inc,0.1
kimi.schoessow@yahoo.com,Y,Saint Louis,Ramada Inn,0.1
lasandra.bogacki@aol.com,Y,Fremont,S La Rose Inc,0.05
kasey.tetrick@aol.com,Y,Milpitas,Rowland Ironworks,0.1
dominique.winrich@winrich.org,Y,Miami,Maco Bag Corp,0.075
lkalen@aol.com,Y,Easton,Natl Ctr For Prvntn Sudden,0.1
keisha_isner@isner.com,Y,Cherry Hill,"Lewis, Philip A Esq",0.05
jong_caez@cox.net,Y,Jackson,Talon Paint Products Co,0.1
malisa_biss@hotmail.com,Y,Lone Star,Mr John Portable Sanitn Units,0.075
alicia_bouma@yahoo.com,Y,Princeton,Ricar Mechanical Inc,0.2
famarian@gmail.com,Y,San Jose,Loria V & Sons,0.1
penni.jaurez@jaurez.com,Y,Hackensack,Geo C Brandt Inc,0.1
lilly.weinand@gmail.com,Y,Irving,Orgnl Consltng Svc Inc,0.05
sravenelle@hotmail.com,Y,Rockford,Lewiston Shoe Machy,0.1
genevive_seilhamer@seilhamer.com,Y,Acworth,L & B Company,0.075
ehur@cox.net,Y,Aiea,Menudo Pot Restaurant,0.1
tdaoud@yahoo.com,Y,Abington,A J Schrafel Paper Corp,0.05
myanetta@hotmail.com,Y,Morriston,R S P Manufacturing,0.1
julissa_tougas@aol.com,Y,Lindenhurst,"Wilson, Donald W Pa",0.075
krishna.panela@hotmail.com,Y,Schaumburg,Enterprise Products Inc,0.2
kristal_schnoor@aol.com,Y,Los Angeles,Interior Design At Urkens,0.1
sbranine@yahoo.com,Y,Homosassa,Obannon Publishing Co Inc,0.1
amelia_tringham@tringham.com,Y,Metairie,"Meros, Thomas L Esq",0.05
jmackall@cox.net,Y,Maumee,Kenra Laboratories Inc,0.1
teresa@yahoo.com,Y,Gainesville,Crestar Bank,0.075
rhoda_menzies@gmail.com,Y,Ann Arbor,Polar Trading Company Inc,0.1
tyisha_ipson@gmail.com,Y,Scranton,Fibich Fox & Garth,0.05
chartje@hotmail.com,Y,Denver,Basilicato,0.1
belen.guynup@yahoo.com,Y,Lafayette,"Harmon, David T Esq",0.075
vpiliero@cox.net,Y,Tampa,National Recruiting Serv,0.2
warren.pizzolato@hotmail.com,Y,Ketchum,"Hampson, J Jay Esq",0.1
hassan.tunson@cox.net,Y,Albany,"Chhokar, B S Md",0.1
eshumock@hotmail.com,Y,Edison,Wlfj Fm 89,0.05
laurel.hinokawa@hinokawa.org,Y,North Hollywood,Quad City Toyota Inc,0.1
marlena_haine@gmail.com,Y,New York,Unicon Research Corp,0.075
carissa_dandrea@aol.com,Y,Boston,"Hanson, Bruce P Esq",0.1
yolando.zieser@cox.net,Y,Hauppauge,"Oboyle, Tomas A Md",0.05
apintor@pintor.com,Y,San Bernardino,"Barker, William S Md",0.1
leena@gmail.com,Y,San Marcos,"Cavan, Timothy J Esq",0.075
mbelser@cox.net,Y,Milwaukee,Air Techniques A Divsn,0.2
ezekiel.tullock@tullock.com,Y,Phoenix,Mcdowell Wick Daly Gallup,0.1
chad@gillians.com,Y,Providence,Dolchin Slotkin & Todd,0.1
sherilyn.eagen@yahoo.com,Y,Canoga Park,Plant Facilities,0.05
iluminada.durward@durward.com,Y,Tulsa,"Arias, Michele Ann Md",0.1
edna_kwasniewski@gmail.com,Y,Los Angeles,American Marazzi Tile Inc,0.075
paris@seaborn.com,Y,Philadelphia,Petroleum Equipment & Controls,0.1
brett_fatheree@fatheree.org,Y,Long Island City,Cobb Vantress Inc,0.05
shela@gmail.com,Y,Narberth,Eastwick & Rose,0.1
ltaphous@cox.net,Y,Greensburg,Banana Supply Co Inc,0.075
mi.whitfill@gmail.com,Y,Arroyo Seco,"Slovacek, Ed",0.2
tfleischacker@fleischacker.com,Y,Clifton,Arizona Brands,0.1
ecooey@cooey.org,Y,Cambridge,Colorado Speech Lang Hear Assn,0.1
shalanda@cox.net,Y,Niles,Superior Trading Co,0.05
jgottfried@hotmail.com,Y,Providence,Morof Sheplow Weinstein & Co,0.1
mathew_muran@hotmail.com,Y,Charlotte,Easton & Schiff,0.075
zola@aol.com,Y,Webster,Hawaii Reservations Office,0.1
lina_butterfield@gmail.com,Y,Scranton,Days Inn,0.05
faustino.bullinger@yahoo.com,Y,Amityville,Jay Imports Co,0.1
nikita@battersby.org,Y,Bridgeport,Asphalt Athletic Surfaces Inc,0.075
sacha_huitron@cox.net,Y,Miami,Copeland Kramer Sewell & Sopko,0.2
mlorio@lorio.com,Y,Belford,"Fleming, Raymond J Esq",0.1
mandy@yahoo.com,Y,New Orleans,Cinnamon Software Inc,0.1
flossie_condreay@condreay.com,Y,Middletown,Tara Products,0.05
brenda_hubble@hubble.com,Y,San Jose,Caspert Auctioneers,0.1
crandt@randt.org,Y,Sterling Heights,Best Label Co Inc,0.075
slarimer@larimer.com,Y,Philadelphia,"Singer, John Andrew Esq",0.1
lilliana@levingston.com,Y,Newark,Healthsouth Spts Medcn & Rehab,0.05
cspinney@yahoo.com,Y,Olean,"Cohen, David A Esq",0.1
delmy@yahoo.com,Y,Dunn,Design Profile Inc,0.075
rpernesky@aol.com,Y,Royal Oak,Global Securities Info Inc,0.2
jeniffer.burkley@cox.net,Y,Orange,Berkal Stelman Davern,0.1
lilian.taglauer@gmail.com,Y,South Hackensack,"Hartman, H Gordon Esq",0.1
iluminada@transou.com,Y,Long Beach,Mckinleyville Office Supply,0.05
alysia_pinc@aol.com,Y,Portland,Kzii Fm Z 102,0.1
kandace@peshek.org,Y,Arlington,Lisa Arbisser Brothers Md,0.075
juliann.lakins@aol.com,Y,Oklahoma City,Carlyle Self Storage,0.1
lula_jelen@yahoo.com,Y,Philadelphia,Merctl Frght Fowarders Corp,0.05
waylon@gmail.com,Y,Gainesville,A A A Express Printing,0.1
mtank@hotmail.com,Y,Burlingame,Kramer Power Equipment Co,0.075
filiberto_galvis@gmail.com,Y,Washington,Gfr Technologies Inc,0.2
lavern.eblen@cox.net,Y,Paramount,Association Of Commerce,0.1
luisa.cossairt@aol.com,Y,Sherwood,"Hash, John Lawler Esq",0.1
wynona@yahoo.com,Y,Dallas,Hydro Therm Inc Contntl Mfg,0.05
sharron.brilliant@yahoo.com,Y,Warner Robins,"Adams, William K Esq",0.1
lauryn@cox.net,Y,Grand Rapids,"Bertain, G Joseph Jr",0.075
denae@gmail.com,Y,Cincinnati,Matise Travel,0.1
cindie.setera@cox.net,Y,Chicago,Independence Business Machines,0.05
garret.hartranft@hotmail.com,Y,Concord,Lynches River Electr Co Op Inc,0.1
brittanie@hotmail.com,Y,Troy,"Latman, Jeffrey T Cpa",0.075
shakia_kubo@yahoo.com,Y,Mount Prospect,Constructors Bonding & Ins,0.2
taneka_hamper@hamper.com,Y,Hoboken,"Hoyt, Bradley M Esq",0.1
marianela@cox.net,Y,New York,Wynns Precision Inc Az Div,0.1
kimberli.majer@yahoo.com,Y,Pflugerville,Portland Teachers Fed Crdt Un,0.05
dorthey_palazzi@palazzi.com,Y,Greenwood,Barrett Burke Wilson Castl,0.1
manual_sturk@aol.com,Y,Indianapolis,Joseph E Mattes Cpa Acctncy,0.075
misti_astorga@astorga.org,Y,Middlesex,City Environmental Svc Inc,0.1
lynne_detamble@detamble.com,Y,Manawa,Roadway Express Inc,0.05
cristal_mcbrearty@aol.com,Y,Savannah,Little Giant Specialty Printg,0.1
miss@cocozza.com,Y,Lancaster,Bronze Bell Factory,0.075
marcelina.huell@yahoo.com,Y,Sacramento,Lundberg Family Farms,0.2
ester.faragoza@aol.com,Y,New York,Mason Financial Services,0.1
teodoro.winninger@hotmail.com,Y,Amarillo,"Arbuckle, William I Iii",0.1
violet@cox.net,Y,Valencia,Carbotek Inc,0.05
sebastian@walla.com,Y,Annandale,Sca Sensors & Cntl For Automtn,0.1
eliza@trigg.com,Y,Evergreen Park,Easy Lease Co,0.075
gale@aol.com,Y,Providence,"Jarboe, Mark A Esq",0.1
roselee.zelnick@cox.net,Y,Washington,Machinists Inc,0.05
hong_settimo@gmail.com,Y,Fall River,"Hermans, Vincent J",0.1
adriane_gowens@yahoo.com,Y,Spotswood,"Newhauser, Mitchell A Esq",0.075
garret.custis@yahoo.com,Y,Seattle,Cory Ara Refreshment Services,0.2
aleen@cox.net,Y,El Paso,A Armstrong & Sons Roofing Inc,0.1
ibechel@yahoo.com,Y,Deptford,Jesuit Secondary Educ Assn,0.1
mdezalia@gmail.com,Y,Spring Lake,Intrntl Disaster Recvy Assoc,0.05
ydetering@detering.com,Y,Wenatchee,Bristol Nissan Inc,0.1
cecelia.laver@yahoo.com,Y,Toledo,Jones Taylor Ins Agcy Inc,0.075
dhefferan@hotmail.com,Y,Rochester,Price Rite Building Supply Inc,0.1
elma.furnia@cox.net,Y,Boca Raton,"Feutz, James F Esq",0.05
janeth.green@green.com,Y,Flushing,Oklahoma Forge Inc,0.1
tweick@weick.org,Y,Hialeah,"Forge, Michael La Cpa",0.075
rubi@citizen.org,Y,Portland,Mr Supply Inc,0.2
ike.gzym@cox.net,Y,Worcester,Wta Tour,0.1
hende@gmail.com,Y,Roscoe,"Crowder, Debra A Esq",0.1
abonnlander@gmail.com,Y,Austin,Tuboscope Vetco Intrntl Inc,0.05
dionna.members@yahoo.com,Y,Nampa,"Potart, Michael C Esq",0.1
ralph@hotmail.com,Y,Pittsburg,Carson Overhead Door Co,0.075
flora.sagucio@hotmail.com,Y,Bronx,Lincoln Applnc Parts Supl Inc,0.1
jwelk@welk.com,Y,Portland,Andrew D Martin Commercial Ins,0.05
cecille_erving@aol.com,Y,Tempe,Maysons Piping Contractors Inc,0.1
jose.mayle@gmail.com,Y,Schaumburg,"Eddins, Gerald W Attorney",0.075
lenard@weigl.com,Y,Anchorage,"Respess, William W Esq",0.2
bbalbuena@aol.com,Y,Commerce City,"Hall, Robert M Esq",0.1
barney@cofield.com,Y,Columbia,Lakeland State Bank,0.1
merna.dailey@aol.com,Y,Glendale,"Stutsman, Cynthia H Esq",0.05
dewitt.rende@cox.net,Y,Trenton,Bailey Funeral Home Inc,0.1
elba@gmail.com,Y,Anchorage,Officeworks Usa Inc,0.075
tereasa.toft@toft.org,Y,Flushing,"Sacks, Harley M Esq",0.1
bkitzman@cox.net,Y,Toledo,Pepsi Cola Bottling Co,0.05
bsilha@silha.com,Y,Covina,Advocate The Long Valley,0.1
econtrera@aol.com,Y,San Jose,Heat Recovery Systems,0.075
lorena.pontbriand@gmail.com,Y,Palm Desert,Trucking Publications,0.2
frederica.denina@gmail.com,Y,Gainesville,Fidelity & Deposit Co Of Md,0.1
nestor_ackroyd@ackroyd.com,Y,Palatine,Tidewater Consultants Inc,0.1
lawrence_trenkle@trenkle.com,Y,Colorado Springs,Rapid Packaging,0.05
lexie_pultz@pultz.com,Y,Silver Spring,Stenger & Finnerty,0.1
mike_bellavance@yahoo.com,Y,Pennsburg,Aladdin Motor Inn,0.075
esta_meile@gmail.com,Y,Madison,S & S Management Services Inc,0.1
lpenwarden@hotmail.com,Y,Lawndale,Michael H Schmeer Pc,0.05
sanda.toporek@cox.net,Y,New Berlin,"Millar, Samuel D Jr",0.1
maire.funez@funez.com,Y,Gardena,American Belt Co,0.075
loren@aol.com,Y,Lone Star,"Severin, Steven L",0.2
izetta@pendrak.org,Y,Syracuse,Smith & Reifsnider Inc,0.1
ida@cox.net,Y,Abbotsford,Deep Sea Products Inc,0.1
nida_baggett@gmail.com,Y,Saint Louis,A Architectural Awning,0.05
marketta.sorsby@yahoo.com,Y,New York,Consolidated Advtsng Dir Inc,0.1
ginny@hotmail.com,Y,Wyncote,"Bayer, Howard N",0.075
gala.boyken@boyken.org,Y,Fairfield,Pro Guard Coatings,0.1
atatton@aol.com,Y,McKinney,Mcabee Glass & Mirror Inc,0.05
rpal@aol.com,Y,Cleveland,Advance Pest Control,0.1
aurora_trusello@hotmail.com,Y,Kankakee,Florida Perma Wood Treaters,0.075
nenita.dampf@hotmail.com,Y,Anchorage,"Kunin, Joel A Esq",0.2
allene_blum@yahoo.com,Y,Aiea,Northern Trading Co Inc,0.1
tresa_chestand@hotmail.com,Y,San Mateo,Cnty Clrk & Recorder Birth,0.1
dessie@mccrady.com,Y,Colorado Springs,Saint Josephs Convent,0.05
idoughtie@cox.net,Y,Rochester,Intercal Securities,0.1
lnewbold@yahoo.com,Y,Hatfield,"Tremont, Michael A Esq",0.075
nada_broad@aol.com,Y,Prestonsburg,"Cepican, John E Esq",0.1
valeri.tammo@cox.net,Y,Lake Mary,"Gottfried, James D Cpa",0.05
dbrzozowski@brzozowski.org,Y,Chicago,"Forsythe, James W Md",0.1
jarrod.baute@hotmail.com,Y,Sacramento,Loomis Company,0.075
donovan@gmail.com,Y,Washington,"Scholl, Chester B Jr",0.2
aartice@hotmail.com,Y,Novato,Cratex Manufacturing Co Inc,0.1
kpenney@hotmail.com,Y,Santa Ana,Grisham Corporation,0.1
letisha@gmail.com,Y,Trenton,Knoles Construction Co Inc,0.05
stanton.kortkamp@gmail.com,Y,Willoughby,"Niemeier, Norbert J",0.1
kaylene.ollivierre@aol.com,Y,Philadelphia,Main Street Law Building,0.075
arden@hotmail.com,Y,Mesa,Medical Imaging Inc,0.1
mclewis@yahoo.com,Y,West Palm Beach,Hallmark Optical,0.05
minta@gmail.com,Y,Alpena,Technical Employment Services,0.1
noah@yahoo.com,Y,Littleton,Cellular One,0.075
dknopf@knopf.com,Y,Arlington,Omega Metals Inc,0.2
cpizzuto@yahoo.com,Y,Portland,Alaska Rare Coin Investments,0.1
eileen.simoson@simoson.com,Y,Denver,Friedman & Rummell Co L Pa,0.1
etorgerson@torgerson.com,Y,Amityville,Noto Oswald Miller & Eisman,0.05
kathern_martel@yahoo.com,Y,Monterey,Budget Rubber Stamps,0.1
mellisa@faur.org,Y,Fresno,Adco Inc,0.075
cshewchuk@gmail.com,Y,Ridgeland,Marex Heating Oil,0.1
zrogacki@yahoo.com,Y,McKinney,"Michalenok, Jeffrey A",0.05
marci_comish@comish.com,Y,McKinney,"Fink, Andrew F Esq",0.1
micheal.jons@yahoo.com,Y,Waco,"Mcmasters, David D Esq",0.075
holli@hotmail.com,Y,Perth Amboy,Kimmel Tire & Auto Centers,0.2
mcrockett@crockett.org,Y,Findlay,"Biesecker, Jolleen E",0.1
jmaltba@yahoo.com,Y,Trenton,Chiropractic Association Of Or,0.1
hhenkin@aol.com,Y,Garfield,Sierra Instrument Company,0.05
hollie.chauarria@aol.com,Y,Elizabeth,Vitech Inc,0.1
junita_tuong@tuong.org,Y,Kent,"Bruns, William G Esq",0.075
cmarina@gmail.com,Y,Dover,Franklin Color Company,0.1
lelia.kutch@yahoo.com,Y,Indianapolis,City Printing,0.05
shenna@burgo.org,Y,Madison,Tps Labels Inc,0.1
tona_mousley@mousley.org,Y,Chicago,"Pipkin, Ashmead P Esq",0.075
aiko.lefkowitz@hotmail.com,Y,Bensenville,"Clem, Gary S Esq",0.2
agripina_cochrane@gmail.com,Y,Los Angeles,Funny Farm Comedy Club,0.1
kathi_clagon@yahoo.com,Y,Santa Barbara,Shenango Furnace Co,0.1
alia@aol.com,Y,Staten Island,Pennview Savings Bank,0.05
lawana_jamin@jamin.org,Y,Colorado Springs,Sir Speedy Printing Center,0.1
akiko.dattilo@aol.com,Y,Phoenix,Vantage Custom Classics,0.075
claudia.groves@cox.net,Y,Long Island City,Stritzel Awning Svc,0.1
iesha@mottershead.com,Y,Bridgeport,Principal Financial Group,0.05
cmalandra@hotmail.com,Y,Kansas City,Laser Connection,0.1
tsills@sills.org,Y,Columbus,Trugreen,0.075
moriah@hotmail.com,Y,Peoria,Bullocks Gifts & Jewelry,0.2
andrew@hotmail.com,Y,Freeport,"Mckee, Keith G",0.1
letha.olejarz@hotmail.com,Y,Denver,J R Graphics Inc,0.1
barbar.franc@aol.com,Y,Eagle Pass,Garden State Business Forms,0.05
alonso.boblak@boblak.com,Y,Everett,Rochester Area Rcrtn & Emplye,0.1
darlena.dubberly@gmail.com,Y,Lakewood,Ramada Limited,0.075
echo@koopman.org,Y,Washington,Hawaii Republic,0.1
talia.schoenegge@schoenegge.org,Y,Cadillac,Advanced Insurance Svc Inc,0.05
chastity@mogavero.org,Y,Belmont,Jones Associates,0.1
rima.decoud@decoud.com,Y,Mount Holly,Creative Energy,0.075
merissa.buller@buller.com,Y,Berlin,Bottom Sign Co Inc,0.2
crobenson@aol.com,Y,Tullahoma,Andersen Signs Inc,0.1
murray.dauila@dauila.com,Y,Bakersfield,"Van Noy, Eric Esq",0.1
arlie_raisley@hotmail.com,Y,Mooresville,Golden State Specialty Plast,0.05
oteneyck@cox.net,Y,Memphis,United States Bronze Sign Co,0.1
broselle@hotmail.com,Y,Springfield,Mason Rubber Co Inc,0.075
tenisha.liskey@cox.net,Y,Langhorne,"Chelli, Angelo F Esq",0.1
vwunderle@yahoo.com,Y,Baltimore,Adair News,0.05
deneen@cox.net,Y,Waco,Pepsi Cola West Financial,0.1
christine_girgenti@yahoo.com,Y,Evergreen,Advantage Marketing Inc,0.075
kayla@cox.net,Y,Indiana,Richard Winters Real Estate,0.2
cblumenkranz@aol.com,Y,Irving,"Ryan, James R Cpa",0.1
eledue@ledue.org,Y,Chicago,Theo Davis Sons,0.1
darcel.rusteberg@rusteberg.com,Y,Temple,Pac Blood Drawing Educl Svc,0.05
mamie_cothren@cothren.com,Y,Lakeport,Ustynoski And Marusak,0.1
adelia@gettel.org,Y,Wilmington,Salvo Auto Parts,0.075
dolly@gmail.com,Y,Portland,Penske Truck Rental & Leasing,0.1
nickie@aol.com,Y,Gardena,Tube Lite Inc,0.05
amie_jamie@jamie.org,Y,Bakersfield,Philanthropic Mutl Life Ins Co,0.1
rochell@rakyta.org,Y,Chicago,Butchers Wax,0.075
georgine@hotmail.com,Y,Memphis,Phelps & Andreatta Pc,0.2
bart@hotmail.com,Y,Northridge,"Kratochvil, L Glen Esq",0.1
jae.delpriore@delpriore.com,Y,Staten Island,Pilgrims Pride Corp,0.1
jalisa_verdugo@verdugo.com,Y,Chicago,"Kuntz, Michael D Esq",0.05
rene@cox.net,Y,Hayward,Space Age Microelectronics,0.1
mervin.layel@aol.com,Y,New York,"White, Ronald L Esq",0.075
jgjerde@aol.com,Y,Lewistown,"Jacobstein, Stephen M Esq",0.1
shelby.belovs@belovs.com,Y,Ramsey,Delaware Academy Of Fmly Phys,0.05
deeann_cassarubias@aol.com,Y,Mesquite,Chamber Of Commerce,0.1
gayle@yahoo.com,Y,Oklahoma City,"Kerr, Scott",0.075
merideth@gmail.com,Y,Shakopee,Coeur Dalene Press Co,0.2
ludivina.sebranek@aol.com,Y,Freehold,Showley & Thompson,0.1
slentsch@lentsch.com,Y,Colorado Springs,Servodraulics Corp,0.1
eusebio.bodford@hotmail.com,Y,Appleton,"Antenucci, Megan M Esq",0.05
loren.baba@yahoo.com,Y,Bensalem,Budget Print Center,0.1
johna_scheffler@scheffler.com,Y,Larned,First Public Savings Bank,0.075
beshenbrenner@yahoo.com,Y,Denver,Coltec Automotive,0.1
sumiko@mclaird.com,Y,Baltimore,Engl As A 2nd Lang Inst New,0.05
sharell_fillyaw@aol.com,Y,San Francisco,Pmw Papers Inc,0.1
rachele@hotmail.com,Y,Jersey City,Richard Ives Company,0.075
hilton.shermer@shermer.com,Y,Lakewood,Mccoy Baker & West,0.2
trinidad_parthemore@parthemore.com,Y,Havre de Grace,Harvey King & Associates,0.1
bnicolet@yahoo.com,Y,Escondido,Inter Wire Products Inc,0.1
mittie_scherer@scherer.com,Y,Saint Louis,Steel City Iron & Metal Corp,0.05
claire_steinbach@hotmail.com,Y,Cleveland,Bon Trade Intl Corp,0.1
cedrick@aol.com,Y,Pawtucket,Data Check,0.075
lmcclane@hotmail.com,Y,Sussex,Tolber Corporation,0.1
shelli.henderson@cox.net,Y,San Antonio,Hand & Orthopedic Rehab Svc,0.05
zonia.dunemann@yahoo.com,Y,New York,R F Amphenol Microwave Oper,0.1
idella.landen@landen.org,Y,Evansville,One Hour Photo Lab,0.075
kori.vlloa@aol.com,Y,Broomall,Univrsl Concepts Dgnstc Prev,0.2
tommie_herschaft@herschaft.org,Y,New York,Merlin Electric Co,0.1
mirta_koehler@gmail.com,Y,Sterling Heights,Gardner Ohlrich & Vlach,0.1
jerrell.steeves@aol.com,Y,Phoenix,Fiorucci Foods Usa Inc,0.05
velia.toenges@toenges.org,Y,South River,Andersen Consulting,0.1
tajuana_kuban@aol.com,Y,Baltimore,Skulsky Machinery Sales Inc,0.075
katelin@mattis.com,Y,Grand Haven,Atlas Pet Supply,0.1
odis_courchine@courchine.com,Y,Bangor,James E Beckley & Assocs Pc,0.05
nick.speciale@hotmail.com,Y,Hauppauge,Holiday Inn Express,0.1
lbringard@bringard.com,Y,Akron,Clanton Block Inc,0.075
elanor.kearse@aol.com,Y,Springfield,"Alexander, David T Esq",0.2
frank@hotmail.com,Y,Edinburg,B H Aircraft Co Inc,0.1
farrah@gmail.com,Y,Southbridge,Builders Floor Service Inc,0.1
rhinnen@aol.com,Y,Escondido,James V Hurson Associates Inc,0.05
shellie.walizer@aol.com,Y,Brewster,Magnetool Inc,0.1
mmcmaken@yahoo.com,Y,Marietta,Winns Industrial Supply,0.075
shaunte@bidner.org,Y,Pen Argyl,Skaneateles Secretarial Svc,0.1
domonique.freundlich@cox.net,Y,Salem,Valley Prodn Ctr For Vid & Aud,0.05
joleen@yahoo.com,Y,Jersey City,Warrenton Fiber,0.1
twittler@yahoo.com,Y,San Luis Obispo,Columbus Ford Mercury Inc,0.075
rene_savoie@savoie.com,Y,Utica,Armour Industries,0.2
jshatswell@aol.com,Y,Dallas,Geo Marine Inc,0.1
rena.ezzo@cox.net,Y,Berlin,Prince Car Care & Storage,0.1
connie@gotcher.org,Y,Anchorage,Mendon Mountain Orchards,0.05
polly.zellinger@cox.net,Y,Linden,"Kennelly, Karen A Cpa",0.1
stephenie_paling@cox.net,Y,Maumee,Gizzi Appraisals Inc,0.075
regine.lohn@yahoo.com,Y,Phoenix,Mount Pleasant Retirement Vlg,0.1
annelle_nikas@hotmail.com,Y,Pittsford,Boler Company,0.05
giuseppina@gmail.com,Y,Escondido,"Schachter, Alesa Esq",0.1
natalie.craigen@gmail.com,Y,Miami,Three D Electric Co,0.075
tcremers@cremers.com,Y,Fort Worth,Flaming Arrow Fireworks Co,0.2
reginald.perigo@gmail.com,Y,Van Nuys,"White, Edward A Esq",0.1
lovall@gmail.com,Y,Phoenix,"Collins, Peter C Esq",0.1
rtags@yahoo.com,Y,Mount Vernon,"Wood, Allen Esq",0.05
twanda.chien@gmail.com,Y,Emeryville,Timothy B Walker Pc,0.1
jmolder@aol.com,Y,Brooklyn,Balan Marketing Co,0.075
shane_keltz@yahoo.com,Y,Elizabeth,K W Banner & Sign Mfg Co,0.1
lorinda_biehn@hotmail.com,Y,Chicago,Master Research And Mfg Inc,0.05
janna@cox.net,Y,San Francisco,"Josselson, Frank Esq",0.1
camellia.marko@gmail.com,Y,Lynnwood,Honigman Miller Schwartz,0.075
eva.mcmurphy@mcmurphy.com,Y,Ventura,Norman Gale Isuzu,0.2
roxanna@bergene.org,Y,Beaverton,National Center For Dsblty Svc,0.1
ibraisted@cox.net,Y,Greenville,A & H Sptc Systems & Matl Inc,0.1
roni@syrek.com,Y,New Bedford,Buell Winter Mousel & Assocs,0.05
carlene_reimnitz@yahoo.com,Y,Beaverton,Kone Cranes,0.1
slaming@cox.net,Y,Los Angeles,University Students Advisor,0.075
nikole@gmail.com,Y,Atlanta,Malmark Inc,0.1
ginny@yahoo.com,Y,Rockford,Sun Country Heating & Air Cond,0.05
marisela_diestler@diestler.com,Y,Aberdeen,Ely & Smith,0.1
kina@yahoo.com,Y,Richardson,Pantel Electric,0.075
lgegenheimer@cox.net,Y,Lakewood,Paul Associates Inc,0.2
efren_coyner@cox.net,Y,Schaumburg,"Bonina, John A Esq",0.1
mcapraro@gmail.com,Y,Sacramento,Williams Hammond Moore,0.1
mlesh@gmail.com,Y,Ridgefield,Dvm Pharmaceuticals Inc,0.05
lizbeth@gmail.com,Y,Seattle,"Lechowicz, Robert A Esq",0.1
lorena.wenz@gmail.com,Y,Hayward,"Rabaut, Vincent C Jr",0.075
casey.lannan@hotmail.com,Y,Hackensack,Morton H Scheer & Co Inc,0.1
cori@hotmail.com,Y,Lakewood,"Hanna, Richard Esq",0.05
cjubyna@cox.net,Y,Williamsburg,"Hadden, Callender F Jr",0.1
amascolo@hotmail.com,Y,Troy,Warren Reading Foundation,0.075
twana@horal.org,Y,Stockton,Mcinnes Steel Co,0.2
